,userId,movieId,rating
289,6189,642,3
290,11292,654,5
291,4249,791,5
292,10933,56,3
293,3082,292,4
294,9670,492,4
295,11975,527,5
296,10347,395,3
297,14655,762,1
298,8416,747,5
299,11591,983,2
300,4275,553,1
301,10615,4,3
302,3434,691,1
303,14952,864,1
304,7961,765,5
305,9373,978,3
306,3640,970,4
307,6240,600,3
308,7982,814,5
309,10807,989,3
310,12831,812,1
311,6110,491,1
312,861,166,1
313,14530,140,3
314,5150,42,2
315,4895,743,4
316,6882,106,4
317,6473,492,3
318,10638,734,2
319,14168,620,2
320,13182,199,1
321,6553,304,3
322,5369,513,4
323,2489,342,1
324,6252,240,1
325,14022,636,4
326,6003,219,3
327,6316,187,4
328,7360,93,3
329,10201,898,1
330,8964,96,1
331,11641,86,5
332,11466,215,2
333,4799,837,1
334,15049,646,1
335,9129,598,3
336,15099,658,4
337,15072,795,5
338,11967,960,1
339,3921,377,2
340,9850,877,3
341,13014,489,5
342,10213,889,4
343,12842,304,5
344,7732,897,1
345,4628,559,1
346,10488,320,5
347,5318,795,3
348,7075,121,2
349,7974,401,1
350,4597,180,1
351,3586,944,2
352,15331,786,3
353,10827,480,5
354,14461,383,2
355,14847,415,4
356,9291,812,4
357,6861,979,1
358,13096,584,2
359,4548,681,3
360,8506,993,1
361,14027,320,5
362,5343,560,1
363,15202,767,5
364,12733,952,1
365,3912,636,1
366,10066,445,4
367,4534,286,3
368,10082,951,5
369,14464,949,5
370,5473,584,5
371,3021,838,2
372,9687,473,2
373,5663,797,4
374,10787,292,5
375,14786,814,3
376,9353,837,5
377,14034,501,5
378,7225,235,5
379,5410,740,1
380,2599,121,1
381,9157,782,1
382,14294,473,3
383,10145,964,5
384,7717,837,3
385,9154,99,1
386,13853,93,3
387,8955,793,2
388,5565,197,2
389,9911,935,4
390,6471,979,1
391,7432,127,2
392,13611,864,3
393,6180,212,3
394,14559,235,3
395,11201,889,5
396,6750,158,1
397,7386,695,1
398,14947,572,5
399,7069,56,5
400,6117,62,5
401,6308,637,3
402,3079,833,1
403,13776,636,1
404,2105,915,3
405,10228,641,5
406,10895,235,5
407,3843,436,4
408,3907,265,1
409,11650,812,1
410,1369,304,3
411,7590,761,3
412,5172,274,3
413,2660,479,1
414,4753,474,2
415,11402,729,1
416,2573,14,4
417,6519,886,5
418,4961,265,5
419,13262,663,1
420,8965,555,4
421,12218,12,4
422,7429,812,2
423,12354,881,1
424,9650,293,2
425,5771,504,5
426,14519,633,3
427,13686,607,3
428,1630,292,3
429,9022,787,1
430,14304,326,2
431,6750,424,5
432,12525,735,5
433,2487,135,5
434,15114,119,5
435,10298,943,3
436,5287,431,4
437,9837,825,4
438,8241,555,2
439,7239,636,1
440,1803,632,1
441,9039,66,1
442,5530,636,4
443,9060,338,1
444,9864,563,1
445,10817,563,2
446,1647,50,2
447,5786,383,1
448,13981,874,1
449,8480,612,5
450,11155,769,2
451,10232,839,5
452,11150,837,1
453,7610,170,1
454,14683,216,4
455,8825,45,1
456,8263,127,4
457,10075,50,5
458,9806,952,1
459,14033,885,4
460,13056,549,4
461,4914,505,2
462,11186,235,4
463,8887,921,5
464,3853,340,1
465,7297,834,2
466,9990,837,2
467,14877,996,4
468,12996,885,3
469,9341,663,4
470,2961,105,3
471,13639,597,1
472,14884,756,2
473,8529,58,2
474,12802,890,1
475,8180,969,5
476,7418,342,5
477,74,32,1
478,12325,255,2
479,5530,994,3
480,2530,59,1
481,9825,199,1
482,14626,573,3
483,9417,607,5
484,3600,452,2
485,9369,406,3
486,11046,131,4
487,2153,266,4
488,13815,998,4
489,10268,383,5
490,148,607,4
491,7132,265,2
492,14937,968,3
493,8847,194,3
494,13270,674,1
495,9661,342,1
496,14314,934,3
497,7873,127,1
498,3828,58,2
499,14760,829,5
500,10266,448,5
501,2568,96,1
502,1157,945,1
503,6299,960,1
504,12382,56,2
505,8414,127,5
506,11724,797,5
507,6306,767,3
508,6406,34,5
509,11106,121,5
510,10613,765,4
511,10366,612,5
512,6086,362,1
513,10617,567,1
514,14551,581,3
515,570,209,1
516,7542,58,5
517,3386,867,3
518,5025,50,3
519,9397,119,2
520,5504,676,4
521,4204,94,1
522,4813,767,5
523,3737,314,2
524,11347,124,4
525,13841,569,1
526,6392,320,1
527,880,119,5
528,12159,744,1
529,2426,566,1
530,5608,662,4
531,9484,811,1
532,13100,857,1
533,12047,703,2
534,4611,123,4
535,7111,1,4
536,8517,199,5
537,10742,663,4
538,14169,727,5
539,2296,322,1
540,9346,1,1
541,14046,607,1
542,8342,383,4
543,11887,50,5
544,12043,235,4
545,12935,770,3
546,6003,50,5
547,9444,867,1
548,349,610,1
549,9467,565,1
550,10288,885,3
551,10263,313,1
552,1457,533,1
553,5041,573,1
554,6688,235,5
555,4137,97,1
556,6830,103,5
557,5422,787,5
558,9744,110,3
559,10524,504,5
560,9880,943,1
561,12530,56,5
562,1121,286,2
563,14613,814,5
564,11537,320,4
565,690,320,2
566,10269,488,1
567,4752,304,3
568,3703,812,1
569,12848,584,5
570,4362,121,5
571,7793,567,5
572,8465,747,5
573,8672,567,5
574,12140,747,2
575,10668,62,5
576,10573,747,4
577,7768,872,3
578,480,607,4
579,10485,837,4
580,10996,149,1
581,11385,96,1
582,2376,44,5
583,5610,56,4
584,3239,862,2
585,6237,265,5
586,13854,996,5
587,11548,359,4
588,13842,959,4
589,6785,19,5
590,6091,292,4
591,3230,832,4
592,5981,744,4
593,7015,700,3
594,8664,1000,5
595,3672,744,4
596,9802,395,3
597,9618,292,4
598,7811,152,3
599,12577,996,4
600,13770,292,3
601,9055,767,4
602,2951,361,3
603,13646,693,5
604,8684,110,4
605,14319,223,3
606,12077,56,1
607,14556,50,3
608,8245,996,1
609,9630,991,2
610,8115,747,3
611,4062,935,2
612,5557,837,5
613,10514,885,1
614,11295,431,2
615,13059,979,1
616,3877,538,1
617,13718,170,4
618,6199,911,4
619,11461,744,4
620,5543,375,2
621,9810,862,1
622,149,814,1
623,13182,597,4
624,5776,643,5
625,10646,492,3
626,13315,1,4
627,12337,199,1
628,14603,648,4
629,4492,56,5
630,5418,924,3
631,12162,589,1
632,6367,707,1
633,8928,761,2
634,8539,255,1
635,10384,410,1
636,8057,342,5
637,665,885,4
638,14644,980,1
639,15297,383,3
640,2553,404,2
641,7044,700,3
642,8483,707,3
643,7763,115,1
644,10474,293,4
645,11390,949,5
646,11173,795,2
647,11999,504,5
648,12014,241,3
649,13497,29,4
650,13215,46,4
651,15005,584,5
652,9587,989,1
653,11507,492,5
654,3490,20,3
655,9294,898,3
656,4209,812,3
657,2426,812,1
658,608,811,2
659,11162,862,1
660,7599,6,5
661,3939,723,5
662,6989,304,4
663,13800,607,4
664,8436,28,1
665,12523,607,1
666,9344,952,4
667,12061,501,1
668,3424,996,5
669,7860,767,1
670,6509,897,5
671,7068,781,1
672,7474,516,4
673,8927,885,2
674,6897,492,3
675,9725,527,2
676,6216,383,5
677,2099,383,2
678,7609,83,5
679,1299,453,3
680,6526,555,4
681,1406,555,2
682,3425,501,1
683,2555,710,3
684,4914,706,1
685,15261,898,5
686,7789,998,1
687,9661,607,5
688,3036,791,5
689,6295,983,5
690,14860,208,1
691,10689,21,1
692,4606,121,5
693,3611,797,3
694,6305,342,3
695,12764,217,5
696,9336,170,4
697,6823,292,2
698,11771,653,2
699,14148,405,1
700,4939,885,3
701,4887,799,1
702,12528,943,5
703,12922,65,5
704,2866,537,4
705,14978,234,1
706,11267,937,5
707,2518,969,1
708,6918,320,4
709,4054,95,2
710,5263,320,1
711,2030,765,1
712,12526,858,2
713,3227,744,2
714,4239,1,5
715,8922,849,4
716,679,706,1
717,7058,199,2
718,14815,83,1
719,8520,668,2
720,13378,812,5
721,8200,395,1
722,12493,644,1
723,10572,537,1
724,11946,491,2
725,4853,342,1
726,12055,1,5
727,5462,930,4
728,4500,591,2
729,11741,636,1
730,4715,885,1
731,2798,636,5
732,12439,50,1
733,12504,524,2
734,8369,170,3
735,13364,127,4
736,6702,56,1
737,7937,547,5
738,6178,396,4
739,13828,469,5
740,11363,729,2
741,5659,784,2
742,12725,996,5
743,5727,691,5
744,11522,96,4
745,6210,921,1
746,7845,483,1
747,6021,717,4
748,12122,56,2
749,13392,56,1
750,5662,855,2
751,12624,563,1
752,14462,320,3
753,12964,791,1
754,4902,820,4
755,15193,935,3
756,11030,692,3
757,10450,983,5
758,4509,441,3
759,6432,219,4
760,7066,211,1
761,4613,127,3
762,912,51,1
763,11548,696,3
764,9720,264,1
765,2883,415,3
766,5984,287,3
767,7377,182,5
768,11205,641,3
769,15226,837,3
770,8514,555,3
771,14085,563,2
772,6255,292,4
773,7899,361,1
774,8820,458,2
775,2247,12,3
776,11144,129,1
777,5496,584,3
778,7708,264,5
779,13416,780,4
780,4172,807,1
781,9055,856,5
782,8467,311,1
783,3673,46,1
784,11550,235,5
785,7218,937,5
786,15220,1,1
787,8642,56,1
788,10337,62,3
789,5472,858,3
790,13705,218,1
791,2460,540,1
792,5942,600,5
793,4724,56,5
794,14813,607,5
795,14760,292,5
796,14108,50,5
797,614,921,3
798,9710,196,3
799,4223,320,4
800,5057,837,1
801,12164,426,1
802,9421,368,1
803,152,824,1
804,2305,64,3
805,6386,359,4
806,9883,960,5
807,8659,270,4
808,4766,202,5
809,5678,868,1
810,9749,561,5
811,4315,650,1
812,3772,320,4
813,10296,235,1
814,12309,322,2
815,13507,811,1
816,13147,873,3
817,5991,235,4
818,3480,863,2
819,11652,747,1
820,3190,121,5
821,12570,930,3
822,15238,119,2
823,8146,560,1
824,3164,185,2
825,10055,158,5
826,15107,646,1
827,1256,40,5
828,15365,229,5
829,3655,109,5
830,7726,320,4
831,12142,597,5
832,1186,539,1
833,8085,596,5
834,8665,814,4
835,10075,636,5
836,5003,739,1
837,2652,684,5
838,9246,627,1
839,5540,377,1
840,10584,749,3
841,4674,665,5
842,6711,393,1
843,8026,35,5
844,9159,133,3
845,2479,276,1
846,13244,383,5
847,10463,597,1
848,15032,780,2
849,15145,694,5
850,7601,797,5
851,6964,501,1
852,11178,945,2
853,6313,795,3
854,12680,812,4
855,5140,780,1
856,3924,229,5
857,6597,170,4
858,14238,693,1
859,15147,284,1
860,11329,837,1
861,14053,555,1
862,12658,812,1
863,14937,35,2
864,6956,795,5
865,3488,930,4
866,10168,293,3
867,1810,86,4
868,3458,122,4
869,7759,12,5
870,14897,889,3
871,5818,359,5
872,14441,172,4
873,4008,21,2
874,5020,732,1
875,9454,36,1
876,2937,812,5
877,6717,149,5
878,9248,395,3
879,13531,812,5
880,5363,498,1
881,14435,747,1
882,4549,934,3
883,9807,395,5
884,7854,326,3
885,4822,96,1
886,11641,121,4
887,12858,706,1
888,14499,83,1
889,15144,227,2
890,10719,1,1
891,11708,235,5
892,4620,387,5
893,13955,100,5
894,1669,213,2
895,9411,56,4
896,8919,954,5
897,3518,607,5
898,6200,121,5
899,13117,907,1
900,13870,657,5
901,6662,235,5
902,14137,890,5
903,5204,809,2
904,9804,127,1
905,10851,918,2
906,3200,572,1
907,6591,706,5
908,10785,30,4
909,2485,56,5
910,13919,595,5
911,10263,765,2
912,10536,694,3
913,12032,990,2
914,11255,160,5
915,6380,899,3
916,13922,235,3
917,13561,767,1
918,15151,880,1
919,14889,993,1
920,11114,939,2
921,7544,445,5
922,11029,211,1
923,10182,560,1
924,1879,91,4
925,8129,56,1
926,6194,888,1
927,15054,383,3
928,7442,320,4
929,2775,812,5
930,14377,235,4
931,14115,270,3
932,12831,969,4
933,5065,624,1
934,13802,304,3
935,14189,399,5
936,7892,998,3
937,6138,387,2
938,1145,315,1
939,6772,744,1
940,4357,806,3
941,10806,862,4
942,9789,304,5
943,7368,952,3
944,8534,320,2
945,11334,211,1
946,14476,769,1
947,4152,398,2
948,14442,234,4
949,5664,23,4
950,2405,21,1
951,5414,998,5
952,4456,977,3
953,5815,626,1
954,11938,938,5
955,14035,123,4
956,7878,837,1
957,8822,706,1
958,14452,492,5
959,4240,194,4
960,9286,473,4
961,4308,900,1
962,13828,130,1
963,4574,235,4
964,9865,939,5
965,7841,804,5
966,8720,121,4
967,6698,671,1
968,9214,115,5
969,7291,1,5
970,8629,795,1
971,4161,318,3
972,6313,56,4
973,3225,996,5
974,6388,765,5
975,7212,82,1
976,11171,463,4
977,11235,170,5
978,2415,39,1
979,2675,396,5
980,5447,539,3
981,14527,983,5
982,8323,204,5
983,11163,600,4
984,9628,182,1
985,3984,555,1
986,7848,181,5
987,6071,921,5
988,80,279,1
989,13676,93,5
990,5385,772,3
991,6192,996,5
992,2904,235,3
993,15039,292,2
994,14301,293,1
995,9237,398,2
996,10265,942,5
997,6420,320,2
998,12470,194,5
999,3860,951,3
1000,9236,194,5
1001,6728,320,4
1002,7504,947,3
1003,13063,769,3
1004,15309,188,5
1005,10976,923,1
1006,10826,744,5
1007,9717,983,5
1008,7448,408,2
1009,6813,492,4
1010,6407,687,1
1011,1061,72,2
1012,1903,637,1
1013,3098,791,3
1014,6824,636,5
1015,13741,292,3
1016,9808,234,4
1017,8940,260,1
1018,13707,741,5
1019,6589,812,1
1020,5931,370,1
1021,10916,304,5
1022,804,304,5
1023,7555,333,1
1024,8409,38,4
1025,7046,632,3
1026,10940,767,1
1027,13559,521,2
1028,10575,12,4
1029,6595,109,1
1030,11626,50,5
1031,4918,616,5
1032,12132,187,4
1033,13329,62,5
1034,3293,795,5
1035,12278,513,4
1036,7459,428,1
1037,4102,35,5
1038,13578,679,3
1039,3404,480,3
1040,7297,563,2
1041,3484,573,2
1042,5507,597,3
1043,5781,923,3
1044,8291,895,1
1045,9682,784,5
1046,1464,648,2
1047,4736,154,1
1048,8522,118,5
1049,8347,597,4
1050,3478,362,1
1051,10825,166,1
1052,6882,964,1
1053,7163,876,1
1054,14333,893,1
1055,13234,235,5
1056,6977,170,1
1057,5940,66,1
1058,8295,396,4
1059,11664,249,5
1060,14210,24,4
1061,12278,754,1
1062,15315,702,2
1063,1876,123,4
1064,7745,795,4
1065,12628,599,1
1066,5121,929,1
1067,4459,812,1
1068,3276,380,3
1069,6337,376,3
1070,9938,604,4
1071,324,35,1
1072,14777,954,1
1073,8324,270,1
1074,9413,744,2
1075,4720,616,5
1076,5141,257,2
1077,10920,170,5
1078,6030,62,3
1079,10459,747,3
1080,7494,795,5
1081,10298,581,2
1082,89,105,1
1083,13744,359,4
1084,9503,671,1
1085,886,381,5
1086,6522,584,1
1087,13868,320,4
1088,8370,377,1
1089,11103,910,5
1090,2809,96,5
1091,2370,234,2
1092,13915,492,5
1093,7440,797,1
1094,2964,848,5
1095,15145,166,3
1096,3126,945,4
1097,8726,485,2
1098,913,280,4
1099,10454,925,1
1100,11898,50,3
1101,3979,854,1
1102,12041,119,5
1103,11264,834,1
1104,5474,754,5
1105,6993,99,3
1106,11796,505,3
1107,2378,534,1
1108,7987,812,3
1109,7153,219,5
1110,4428,808,1
1111,14506,812,5
1112,8755,377,5
1113,209,769,1
1114,5547,576,2
1115,15072,966,5
1116,13524,87,3
1117,9645,170,3
1118,10345,837,2
1119,7451,203,5
1120,13787,319,2
1121,9865,775,5
1122,2481,121,2
1123,2876,304,5
1124,13612,974,1
1125,10949,51,2
1126,4437,4,5
1127,3659,166,1
1128,2573,170,1
1129,8518,50,4
1130,3089,568,1
1131,6650,218,5
1132,6863,382,1
1133,4167,501,5
1134,1222,504,4
1135,5397,424,4
1136,2749,541,1
1137,7511,989,3
1138,15001,528,5
1139,8766,636,5
1140,2574,812,3
1141,13333,383,4
1142,9043,15,1
1143,10130,285,4
1144,11682,607,3
1145,13474,761,1
1146,11307,525,4
1147,2765,56,5
1148,6205,79,1
1149,12038,584,5
1150,9475,812,1
1151,10981,920,2
1152,13702,812,3
1153,4128,445,1
1154,14301,57,1
1155,11436,686,1
1156,9451,149,5
1157,13665,930,2
1158,11892,916,5
1159,8522,761,5
1160,10814,670,3
1161,11749,59,3
1162,4738,211,1
1163,10377,777,1
1164,6070,165,5
1165,3375,812,4
1166,5643,894,2
1167,8993,507,2
1168,8064,983,2
1169,10656,57,4
1170,13323,292,4
1171,8299,729,5
1172,7591,501,5
1173,14048,62,1
1174,4091,254,5
1175,7839,804,1
1176,12868,396,4
1177,4708,655,3
1178,6490,320,2
1179,12293,825,3
1180,14950,410,1
1181,9300,589,3
1182,10360,110,5
1183,10381,235,4
1184,6276,50,2
1185,9448,320,5
1186,7865,12,3
1187,6647,211,1
1188,10014,760,1
1189,8081,930,1
1190,5625,761,2
1191,12831,238,4
1192,13696,607,3
1193,7528,492,5
1194,7903,603,4
1195,13024,401,1
1196,11400,56,5
1197,8480,812,1
1198,8474,538,1
1199,6361,230,2
1200,3889,949,5
1201,13741,409,3
1202,12303,282,5
1203,14918,50,2
1204,9726,528,5
1205,3058,469,3
1206,12026,573,3
1207,8691,594,1
1208,14549,149,4
1209,8117,65,1
1210,5981,814,4
1211,3408,175,5
1212,919,747,5
1213,958,255,1
1214,13273,127,1
1215,5779,646,1
1216,345,933,1
1217,7935,31,4
1218,13206,650,5
1219,12140,563,2
1220,15041,943,1
1221,3082,14,5
1222,3565,235,3
1223,14527,460,1
1224,12341,858,5
1225,2535,396,5
1226,10324,475,2
1227,10144,812,1
1228,10453,152,2
1229,11903,458,1
1230,6638,192,1
1231,4488,287,3
1232,3242,435,1
1233,4982,235,1
1234,13321,65,1
1235,12300,432,4
1236,10731,78,1
1237,3520,166,1
1238,3983,79,1
1239,8393,64,5
1240,9784,752,1
1241,10376,747,1
1242,14067,636,5
1243,8609,370,4
1244,4915,353,4
1245,15174,998,1
1246,15262,234,2
1247,10109,504,4
1248,10355,396,3
1249,7510,516,3
1250,13501,233,4
1251,14295,812,1
1252,3936,529,2
1253,9752,681,1
1254,11614,425,5
1255,10047,787,1
1256,3104,930,4
1257,14737,463,3
1258,15280,43,1
1259,6634,39,3
1260,3240,304,2
1261,13166,96,1
1262,11355,320,5
1263,8240,708,1
1264,3458,559,2
1265,379,527,4
1266,9990,226,5
1267,5822,460,2
1268,13190,235,4
1269,11275,706,1
1270,3634,492,3
1271,7924,465,5
1272,13433,729,5
1273,12778,170,3
1274,4446,904,1
1275,8492,185,1
1276,10575,814,5
1277,11754,50,1
1278,2595,250,1
1279,7652,762,2
1280,8682,35,3
1281,6629,747,4
1282,13190,318,1
1283,15121,437,2
1284,12119,795,3
1285,4469,744,3
1286,10933,432,4
1287,355,320,4
1288,3432,614,2
1289,2343,502,4
1290,14736,107,5
1291,3279,576,1
1292,8206,28,3
1293,11436,445,1
1294,4038,888,4
1295,13904,573,1
1296,10180,825,3
1297,9705,27,1
1298,3712,119,4
1299,13083,812,1
1300,10460,105,3
1301,12025,492,1
1302,10895,747,3
1303,5597,788,4
1304,7568,778,1
1305,14032,56,4
1306,7996,456,1
1307,11242,235,1
1308,12008,170,3
1309,7200,677,5
1310,2235,898,4
1311,9676,316,5
1312,657,58,1
1313,13080,607,2
1314,1548,774,2
1315,7115,50,3
1316,10758,294,2
1317,4329,646,3
1318,13115,996,3
1319,12646,463,3
1320,1013,576,3
1321,952,383,4
1322,6261,847,4
1323,10083,56,1
1324,13374,471,1
1325,7480,858,1
1326,11356,142,5
1327,2867,996,4
1328,2296,308,1
1329,13537,877,4
1330,12978,141,5
1331,14215,780,5
1332,12934,56,4
1333,12288,127,5
1334,13193,593,1
1335,6382,401,1
1336,368,280,1
1337,9321,694,2
1338,6039,623,5
1339,10847,834,3
1340,12898,170,4
1341,6517,304,4
1342,659,786,5
1343,8711,212,2
1344,7265,809,2
1345,10020,437,4
1346,3757,789,4
1347,11552,311,5
1348,7707,304,1
1349,12412,215,4
1350,6065,78,4
1351,3470,741,4
1352,4323,390,1
1353,730,304,3
1354,7959,322,1
1355,6170,395,1
1356,13389,704,1
1357,5435,73,1
1358,6425,555,5
1359,7691,942,3
1360,11911,848,4
1361,9913,812,5
1362,2482,16,3
1363,2926,271,2
1364,11006,943,3
1365,6419,194,5
1366,11802,199,1
1367,13198,949,1
1368,2047,631,1
1369,5652,654,1
1370,2875,957,3
1371,13932,667,5
1372,12090,744,5
1373,7531,233,5
1374,9902,501,3
1375,13161,96,1
1376,3370,585,1
1377,10700,96,5
1378,12458,122,5
1379,2935,364,1
1380,1994,979,1
1381,13676,568,1
1382,12685,904,2
1383,9442,668,1
1384,10131,996,4
1385,5606,170,4
1386,7826,483,5
1387,7019,11,5
1388,12351,435,1
1389,9984,841,5
1390,8808,668,3
1391,3566,382,1
1392,1318,909,4
1393,13527,817,5
1394,9493,395,5
1395,7619,235,1
1396,9288,382,4
1397,9836,410,2
1398,5883,886,5
1399,5846,93,5
1400,14179,170,5
1401,3599,383,5
1402,12835,807,5
1403,7108,1,5
1404,8960,100,2
1405,4540,695,1
1406,11451,691,1
1407,13757,958,5
1408,14216,749,5
1409,11233,354,1
1410,6604,489,3
1411,2641,223,3
1412,11656,563,2
1413,9186,462,3
1414,1551,456,1
1415,9692,627,1
1416,6039,341,4
1417,4659,170,3
1418,8762,906,4
1419,4159,313,1
1420,14603,609,5
1421,8057,56,1
1422,10623,396,5
1423,9734,739,4
1424,6375,379,4
1425,5110,517,5
1426,6096,951,4
1427,7791,244,1
1428,13236,83,3
1429,7348,201,4
1430,3335,555,1
1431,11588,29,2
1432,8334,148,1
1433,11244,990,1
1434,7097,812,3
1435,1442,30,3
1436,5561,706,5
1437,9227,996,4
1438,12553,3,4
1439,10485,501,2
1440,14842,370,4
1441,9724,1,4
1442,2016,812,3
1443,5665,235,1
1444,2999,797,3
1445,12791,292,5
1446,4202,812,1
1447,12918,707,3
1448,12172,763,5
1449,1263,62,5
1450,5234,646,2
1451,14444,432,5
1452,5664,856,4
1453,3816,515,2
1454,7289,943,4
1455,15105,238,2
1456,122,893,1
1457,9800,812,5
1458,14982,170,1
1459,7014,56,4
1460,12939,816,1
1461,13639,806,3
1462,8065,958,5
1463,9031,464,5
1464,11370,573,1
1465,15186,320,2
1466,5802,804,5
1467,8774,223,1
1468,11391,772,5
1469,81,812,2
1470,9747,397,1
1471,533,638,1
1472,1900,153,4
1473,10582,1,1
1474,12062,906,1
1475,5826,744,4
1476,11430,933,1
1477,9696,554,5
1478,15221,395,4
1479,12501,127,5
1480,3811,164,3
1481,8680,501,2
1482,11466,353,3
1483,10909,501,4
1484,14570,996,5
1485,9480,272,2
1486,14311,910,5
1487,13241,814,3
1488,9770,492,4
1489,5084,194,5
1490,1219,791,2
1491,11586,320,5
1492,9457,383,2
1493,9993,564,3
1494,13140,199,5
1495,1045,527,3
1496,14584,800,5
1497,15225,395,3
1498,11859,555,1
1499,4924,273,3
1500,2012,492,3
1501,10863,387,5
